"city","County","State","zip","x","y"
"Puyallup","Pierce","Washington","98371","-122.2939","47.19058"
"Davenport","Scott","Iowa","52801","-90.5787623","41.5201638"
"Quakertown","Bucks","Pennsylvania","18951","-75.330657","40.431814"
"Quantico ","Stafford","Virginia","22134","-77.349926","38.520335"
"San Antonio","Bexar","Texas","78209","-98.480976","29.494037"
"Seattle ","King","Washington","98109","-122.357601","47.637172"
"Honolulu","Honolulu","Hawaii","96822","-157.81638","21.268812"
"Queens","Queens","New York","11355","-73.82643","40.751784"
"Jamaica","Queens","New York","11432","-73.7991","40.7089"
"Queensbury","Warren","New York","","-73.683081","43.342329"
"Questa","","New Mexico","87556","-105.601","36.698"
"Quincy ","Plumas","California","95971","-120.9441908","39.9367313"
"Quincy","Norfolk","Massachusetts","02169","-71.00002","42.24825"
"Elmwood Plaza Racine","Racine","Wisconsin","","-87.823","42.6964"
"Radford","Radford","Virginia","24141","-80.557664","37.141092"
"Louisville","Jefferson","Kentucky","","-85.6588","38.2524"
"rainer","Multnomah","Oregon","","-122.416013","45.546734"
"Raleigh","Wake","North Carolina","27601","-78.639386","35.774302"
"Charleston","Charleston","South Carolina","29401","-79.954","32.7841"
"Fremont","Sandusky","Ohio","43420","-83.1135499","41.345408"
"Ramah","McKinley","New Mexico","87321","-108.4961705","35.1346095"
"Ramona","San Diego","California","92065","-116.8821","33.03448"
"Anoka","Anoka","Minnesota","55303","-93.44986","45.234616"
"Ramsey borough","Bergen","New Jersey","07446","-74.145931","41.059136"
"Ramsey borough","Bergen","New Jersey","07446","-74.145931","41.059136"
"Ranchester","","Wyoming","82839","-107.166","44.9096"
"San Diego","San Diego","California","92128","-117.046657","33.032751"
"Rancho Cucamonga","San Bernardino","California","91729","-117.67","35.6501"
"Fountain","El Paso","Colorado","80817","-104.6747807","38.5349209"
"Rancho Santa Fe","San Diego","California","92067","-117.196585536","32.9898123443"
"Santa Margarita","Orange","California","92509","-117.578","33.6428"
"Randallstown","Baltimore","Maryland","21133","-76.779059","39.361677"
"Wedowee ","Randolph","Alabama","36278","-85.448824","33.256654"
"Pocahontas","Randolph","Arkansas","72455","-90.968122","36.261149"
"Randolph","Cattaraugus","New York","","-75.6651","43.1142"
"Randolph","Orange","Vermont","05060","-72.656","43.9303"
"Rantoul","Champaign","Illinois","61866","-88.158932","40.310842"
"White Oaks","","New Mexico","88301","-105.736","33.7479"
"Rathdrum","Kootenai","Idaho","83858","-116.889","47.8159"
"Ravenna","Buffalo","Nebraska","68869","-98.9127","41.0247"
"Highland Park","Lake","Illinois","60035","-87.7816","42.165"
"Miramar Beach ","Walton","Florida","32550","-86.3320976","30.3778603"
"Rawlins","","Wyoming","82301","-107.239","41.787"
"Ray","Williams","North Dakota","","-97.0906","47.9217"
"Raymond","Rockingham","New Hampshire","03077","-71.165904","43.020729"
"Raymore","Cass","Missouri","64083","-94.453098","38.801981"
"Tempe","","Arizona","85284","-111.91","33.3355"
"Raytown ","Jackson","Missouri","64133","-94.463531","39.010033"
"Philadelphia","Philadelphia","Pennsylvania","19107","-75.159307","39.953605"
"","","Maryland","","",""
"Olean","Cattaraugus","New York","14760","-78.4648828","42.0800011"
"Worcester ","Worcester","Massachusetts","","-71.825397","42.262154"
"Worcester","Worcester","Massachusetts","01602","-71.8498507","42.2526097"
"Worcester","Worcester","Massachusetts","01610","-71.7663802","42.3029456"
"Worcester","Worcester","Massachusetts","01610","-71.816359","42.263769"
"Worcester","Worcester","Massachusetts","01610","-71.813676","42.258897"
"Worcester","Worcester","Massachusetts","01605","-71.788278","42.277007"
"Worcester","Worcester","Massachusetts","01610","-71.758319","42.272996"
"Worcester","Worcester","Massachusetts","01605","-71.775521","42.297673"
"Worcester","Worcester","Massachusetts","01608","-71.801112","42.262366"
"Worcester","Worcester","Massachusetts","01608","-71.795536","42.270086"
"Worcester","Worcester","Massachusetts","01604","-71.7818616","42.2719811"
"Worcester","Worcester","Massachusetts","01603","-71.8255759","42.2312848"
"Worcester ","Worcester","Massachusetts","01604","-71.7930315","42.248111"
"Worcester","Worcester","Massachusetts","01603","-71.831354","42.2457"
"Worcester","Worcester","Massachusetts","01608","-71.7963682","42.2608786"
"Worcester","Worcester","Massachusetts","01608","-71.8002647","42.260919"
"Worcester","Worcester","Massachusetts","01605","-71.8109548","42.2889588"
"Worcester ","Worcester","Massachusetts","01610","-71.821553","42.247532"
"Belpre","Washington","Ohio","45714","-81.6036","39.2779"
"RED BAY","Franklin","Alabama","35582","-88.1436471641","34.439522177"
"Red Bluff","Tehama","California","96080","-122.23","40.1721"
"Red Bluff","Tehama","California","96080","-122.235","40.1764"
"Tallahassee","Leon","Florida","32303","-84.287205","30.464775"
"Brooklyn","Kings","New York","11231","-74.009","40.672"
"Geneva","Seneca","New York","14456","-77.020653","42.857681"
"Red Lodge ","Carbon","Montana","59068","-109.248157","45.190151"
"Virginia Beach","Virginia Beach","Virginia","23454","-76.007506","36.756654"
"Red Oak","Montgomery","Iowa","51566","-95.228162","41.009147"
"Wichita Falls","Wichita","Texas","76302","-98.4944","33.8677"
"Glasgow","Valley","Montana","59248","-106.632543","48.192535"
"Baton Rouge","East Baton Rouge","Louisiana","70806","-91.107259","30.443976"
"Baton Rouge","East Baton Rouge","Louisiana","70802","-91.185794","30.452022"
"Baton Rouge","East Baton Rouge","Louisiana","70808","-91.121582","30.399743"
"Baton Rouge","East Baton Rouge","Louisiana","70807","-91.155456","30.515238"
"Baton Rouge","East Baton Rouge","Louisiana","70806","-91.1392","30.461494"
"Taos Pueblo","","New Mexico","","-105.544","36.4386"
"Red Wing ","Goodhue","Minnesota","55066","-92.5376014","44.5665247"
"Red Wing","Goodhue","Minnesota","55066","-92.537601","44.566525"
"Redding","Shasta","California","96099","-122.391","40.5821"
"Redford","Wayne","Michigan","48239","-83.297825","42.398251"
"Redlands","San Bernardino","California","92373","-117.1803062","34.0564007"
"Redlands","San Bernardino","California","92373","-117.1814349","34.057234"
"Redmond","Deschutes","Oregon","97756","-121.182","44.3526"
"Redondo Beach","Los Angeles","California","90277","-118.389509","33.836486"
"Redway","Humboldt","California","95560","-124.044","40.3543"
"Redwood City","San Mateo","California","94063","-122.232387","37.486692"
"Santa Rosa","","California","95404","-122.701","38.4338"
"Redwood Valley","Mendocino","California","95470","-123.207","39.2704"
"Reedley","Fresno","California","93654","-119.452","36.5974"
"Reedsburg","Sauk","Wisconsin","53959","-89.993406","43.549612"
"Rehoboth","Bristol","Massachusetts","02769","-71.2423","41.8476"
"Rehoboth Beach","Sussex","Delaware","19971","-75.092","38.7158"
"Reisterstown","","Maryland","","-76.8276","39.4603"
"Remington","Jasper","Indiana","47977","-87.1514","40.76"
"Fauquier","Fauquier County","Virginia","","-77.6621","38.8099"
"Langdon","Cavalier","North Dakota","58249","-98.3686","48.7616"
"Kutztown","Berks","Pennsylvania","19530","-75.7685","40.5041"
"Schuylkill Haven","","Pennsylvania","17972","-76.1423","40.6449"
"Hutchinson","Reno","Kansas","67501","-97.9339","38.0545"
"Reno","Washoe","Nevada","89509","-119.913","39.5322"
"North Greenbush","Rensselaer","New York","","-73.6772","42.6719"
"Rensselaer","Jasper","Indiana","47978","-87.1501069","40.9356403"
"Renton","King","Washington","98057","-122.2084872","47.4802495"
"Belfast","Waldo","Maine","","-69.0064","44.4259"
"Ozark","Christian","Missouri","65721","-93.206","37.0209"
"Reston ","Fairfax","Virginia","20190","-77.3570028","38.9586307"
"Revere","Suffolk","Massachusetts","02151","-71.013631","42.407274"
"Rexburg","Madison","Idaho","83440","-111.780689","43.826583"
"Reynoldsburg ","Franklin","Ohio","43068","-82.8046203","39.9519741"
"Reynoldsville","Jefferson","Pennsylvania","15851","-78.8882","41.096"
"Rhinebeck","Dutchess","New York","12572","-73.908961","41.92677"
"Rhinebeck","Dutchess","New York","12572","-73.91021","41.92738"
"Washington, DC","District of Columbia","District of Columbia","20017","-76.993783","38.92131"
"Rice Lake","Barron","Wisconsin","54868","-91.7334","45.5013"
"Houston","Harris","Texas","77005","-95.410252","29.714855"
"Riceville","Buncombe","North Carolina","28805","-82.4725","35.6309"
"Richardson","Dallas","Texas","75080","-96.743055","32.977263"
"Richfield ","Hennepin","Minnesota","55423","-93.2660508","44.8883807"
"Richfield","Hennepin","Minnesota","55423","-93.267766","44.88711"
"Richfield Springs","Otsego","New York","13439","-74.984285","42.853408"
"Richford","Franklin","Vermont","05476","-72.672031","44.996328"
"Richland Center","Richland","Wisconsin","53581","-90.385608","43.33453"
"Richland Center ","Richland","Wisconsin","53581","-90.3866921","43.3329407"
"Columbia","","South Carolina","29209","-80.9743","33.942"
"Sidney","Richland","Montana","59270","-104.1580184","47.7166728"
"Olney","Richland","Illinois","62450","-88.2291","38.6952"
"Richland","Keokuk","Iowa","52585","-91.8856","41.1782"
"Richland","Kalamazoo","Michigan","49083","-85.444267","42.375539"
"Richlands","Tazewell","Virginia","24641","-81.7976","37.0947"
"Richmond","Contra Costa","California","94804","-122.346713","37.937305"
"Richmond","Chittenden","Vermont","05477","-72.997219","44.401726"
"Richmond","Wayne","Indiana","47374","-84.888951","39.826959"
"Richmond","Washington","Rhode Island","02898","-71.66026","41.49949"
"Richmond ","Contra Costa","California","","-122.3571356","37.9368235"
"Richmond","Richmond City","Virginia","","-77.4666","37.4969"
"Rome","Floyd","Georgia","30161","-85.17165","34.268744"
"Ridgefield","Fairfield","Connecticut","","-73.4936","41.292"
"Evanston","Cook","Illinois","60202","-87.685197","42.028009"
"Ridgeway","","Pennsylvania","15853","-77.194525","41.203322"
"Queens","Queens","New York","11385","-73.906193","40.70011"
"Fort Worth","Tarrant","Texas","76141","-97.0659","32.8372"
"Fort Worth","Tarrant","Texas","76141","-97.4583","32.8208"
"Ridgway","","Colorado","","-107.749","38.1518"
"Rifle","","Colorado","81650","-107.786","39.5349"
"Orangeburg","Orangeburg","South Carolina","29115","-80.8378","33.5306"
"Pierre","Hughes","South Dakota","57501-3504","-100.339","44.3627"
"Tucson","Pima","Arizona","85747","-110.723595","32.127833"
"Rindge","Cheshire","New Hampshire","03461","-72.036","42.7658"
"Ringwood","Passaic","New Jersey","07456","-74.266367","41.088704"
"Marietta","Washington","Ohio","45750","-81.4672","39.407"
"Rio Dell","Humboldt","California","95562","-124.105","40.4964"
"Rio Rancho","Sandoval","New Mexico","","-106.784","35.2309"
"Doniphan","Ripley","Missouri","","-90.8294","36.6929"
"Ripley","Brown","Ohio","45167","-83.8086607","39.0080523"
"Rising Sun","Ohio","Indiana","47040","-84.854","38.9491"
"Rison","Cleveland","Arkansas","71665","-92.191917","33.959726"
"Harrisville","Ritchie","West Virginia","26362","-81.041563","39.214246"
"Philadelphia","Philadelphia","Pennsylvania","19103","-75.170879","39.950066"
"Canton","","Georgia","30114","-84.5385","34.163"
"Marietta","Washington","Ohio","45750","-81.4479","39.4109"
"Savannah ","Hardin","Tennessee","38372","-88.2503532","35.2247713"
"Council Bluffs","Pottawattamie","Iowa","51503","-95.8531","41.2534"
"Council Bluffs","Pottawattamie","Iowa","50513","-95.8223","41.2416"
"Fort Myers","Lee","Florida","33901","-81.87338","26.64291"
"Wausau","Marathon","Wisconsin","54403","-92.6256","44.856"
"River Falls","Pierce","Wisconsin","54022","-92.630242","44.845941"
"Clarksville","Lincoln","Missouri","63336","-90.9051","39.3706"
"Fresno","Fresno","California","","-119.826565","36.822853"
"Astoria ","Clatsop","Oregon","97103","-123.8302194","46.187642"
"River Vale","Bergen","New Jersey","07675","-74.010429","41.008176"
"Elgin","Bastrop","Texas","78621","-97.370726","30.347313"
"Riverbank","Stanislaus","California","95367","-120.952761","37.732749"
"Hoover","Shelby","Alabama","35244","-86.808493","33.357255"
"Bronx","Bronx","New York","10471","-73.9131097","40.8883134"
"Riverdale","Morris County","New Jersey","","-74.315","41.0008"
"Riverdale Park","Prince George's","Maryland","20737","-76.935311","38.962979"
"Bronx","Bronx","New York","10471","-73.9031286","40.9038811"
"Burlington","Des Moines","Iowa","52601","-91.0996","40.8099"
"Wilmington ","New Hanover","North Carolina","28402","-77.949989","34.236409"
"Riverhead","Suffolk","New York","","-72.6566","40.9185"
"Jacksonville","Duval","Florida","32204","-81.676293","30.316698"
"Riverside","Riverside","California","92514","-117.4162","33.946591"
"Riverside","Cook","Illinois","60546","-87.8201027","41.8277856"
"Michigan City","","Indiana","46360","-86.9012","41.7214"
"Kenner ","Jefferson","Louisiana","70062","-90.2462353","29.9745162"
"Carrollton","Carroll","Kentucky","41008","-85.1359","38.6589"
"Jersey City","Hudson","New Jersey","07307","-74.043696","40.744351"
"","","Georgia","","",""
"Milton","Santa Rosa","Florida","32570","-87.0462","30.634"
"Northfield","Rice","Minnesota","55057","-93.160568","44.456122"
"Milwaukee","Milwaukee","Wisconsin","53212","-87.9007","43.0709"
"Phoenix ","Maricopa","Arizona","85032","-112.006653","33.597361"
"Roanoke Rapids","Halifax","North Carolina","27870","-77.7029","36.3788"
"Robbinsville","Mercer","New Jersey","08691","-74.625535","40.217733"
"Cincinnati","Hamilton","Ohio","45214","-84.55714","39.118213"
"Bronx","Bronx","New York","","-73.9149219","40.814936"
"Springfield","","Tennessee","37172","-86.883","36.52"
" Sprigfield","Robertson","Tennessee","37172","-86.878407","36.522861"
"Lumberton","Robeson","North Carolina","28358","-79.0085025","34.6225934"
"Robison","Crawford","Illinois","62454","-87.759501","39.0027161"
"pembroke","Merrimack","New Hampshire","03275","-71.4512938","43.1670113"
"Oregon","Ogle","Illinois","61061","-89.3327","42.0096"
"Rochelle","Ogle","Illinois","61068","-89.069453","41.929296"
"Rochester","Strafford","New Hampshire","03867","-71.029937","43.298869"
"Rochester","Olmsted","Minnesota","55904","-92.461174","44.000239"
"Rochester ","Olmsted","Minnesota","55904","-92.457516","44.019849"
"Rochester ","Olmsted","Minnesota","55902","-92.478747","44.001971"
"Rochester","Plymouth","Massachusetts","02770","-70.8226","41.7326"
"Rochester","Monroe","New York","14609","-77.5896539","43.1653921"
"Rochester","","Washington","98579","-123.051","46.8072"
"Janesville","Rock","Wisconsin","","-89.0994","42.6776"
"Bassett ","Rock","Nebraska","68714","-99.538055","42.585702"
"Rock falls","Whiteside","Illinois","61071","-89.695","41.7804"
"Rock Hill ","Sullivan","New York","12775","-74.5964929","41.6252146"
"Rock Rapids","Lyon County","Iowa","","-96.1695","43.4319"
"Rock Springs","","Wyoming","82901","-109.218","41.5886"
"Rockaway Beach","Taney","Missouri","65740","-93.1573","36.7004"
"Lexington","Rockbridge","Virginia","24450","-79.42302","37.806665"
"Brodhead","Rockcastle","Kentucky","40409","-84.4205","37.3916"
"Renfro Valley","Rockcastle","Kentucky","40473","-84.3316","37.3879"
"New York","New York","New York","10185","-73.98056","40.759513"
"Rockford","Winnebago","Illinois","61101","-89.0891","42.2714"
"Rockford","Kent","Michigan","49341","-85.561144","43.118425"
"Bozeman","","Montana","59718","-111.15","45.6689"
"Reidsville","Rockingham","North Carolina","27320","-79.695455","36.381357"
"Rockingham","Richmond","North Carolina","28379","-79.774713","34.939215"
"Rockland","Knox","Maine","04841","-69.108468","44.1011505"
"Rocklin","Placer","California","","-121.297","38.8018"
"Rocklin","Placer","California","95677","-121.191","38.7442"
"Rockmart ","Polk","Georgia","30153","-85.052814","33.997833"
"Rockport","Knox","Maine","04856","-69.0815","44.1706"
"Rockport-Fulton","Aransas","Texas","78382","-97.0335","28.0649"
"Rockton","","Illinois","61072","-89.0671","42.452"
"rockville centre","Suffolk","New York","11571","-73.6278794","40.6652431"
"Rockville","Montgomery","Maryland","20850","-77.1492295","39.0819115"
"Rockville 47872","Parke County","Indiana","","-87.1625","39.8155"
"Rockwall","Rockwall","Texas","","-96.4597089","32.9312336"
"Wilmington","New Castle","Delaware","19809","-75.518698","39.773164"
"Rocky Mount","Nash","North Carolina","27804","-77.8023","35.9551"
"Rocky Mount","Franklin","Virginia","24151","-79.8921","36.9993"
"Choteau","Teton","Montana","59422","-112.1884117","47.8184"
"Rocky Point ","Suffolk","New York","11778","-72.9239102","40.9492665"
"Allentown","Lehigh","Pennsylvania","18102","-75.469507","40.607196"
"Allentown","Lehigh","Pennsylvania","18102","-75.485142","40.59255"
"Bonita Springs ","Lee","Florida","34134","-81.815337","26.33083"
"Rogers City","Presque Isle","Michigan","49779","-83.816","45.4229"
"Rogers","Columbiana","Ohio","44455","-82.471","40.3908"
"Rogers ","Benton","Arkansas","72756","-94.116143","36.3330067"
"Rogers ","Hennepin","Minnesota","55374","-93.551965","45.186933"
"Rogersville","Hawkins","Tennessee","37857","-82.9054","36.4659"
"Rogue RIver","Jackson","Oregon","97537","-123.169731","42.434789"
"Ashland","Jackson","Oregon","97520","-122.6905","42.1949"
"Medford","Jackson","Oregon","97501","-122.857935","42.311383"
"Ashland","Jackson","Oregon","97520","-122.714324","42.19732"
"Rolette","Rolette","North Dakota","58366","-99.843177","48.660966"
"Rolfe","Pocahontas","Iowa","50581","-94.52774","42.81454"
"Rolla","Phelps","Missouri","65401","-91.780263","37.922004"
"Rolling Meadows","Cook","Illinois","60008","-88.0251051","42.0808293"
"Rome City","Noble","Indiana","46784","-85.37705","41.492658"
"Rome","Oneida","New York","13440","-75.458","43.2111"
"New Rome","Adams","Wisconsin","54457","-89.810538","44.21722"
"Romney","Hampshire","West Virginia","","-78.701699","39.329335"
"Romulus","Wayne","Michigan","48174","-83.393887","42.222588"
"Ronceverte","Greenbrier","West Virginia","24970","-80.4612","37.7737"
"Roosevelt","Nassau","New York","11575","-73.591334","40.681772"
"Roosevelt","Duchesne","Utah","84066","-109.992967","40.300647"
"Cuba","Crawford","Missouri","65453","-91.403483","38.062823"
"Fort Washington","Prince George's","Maryland","20744","-76.980076","38.799139"
"Manheim","Lancaster","Pennsylvania","17545","-76.3794","40.1184"
"Coconut Grove","Miami-Dade","Florida","33133","-80.253582","25.727617"
"Miami","Miami-Dade","Florida","33136","-80.2006597","25.7816455"
"","Sullivan","New York","","-73.7266","41.788"
"Roscoe ","Sullivan","New York","12776","-74.91218","41.932894"
"Roscoe","Winnebago","Illinois","61937","-89.0127","42.4213"
"Roscommon","Roscommon","Michigan","48653","-84.592886","44.499952"
"Rose city","Ogemaw County","Michigan","","-84.1162","44.4244"
"Tyler","Smith","Texas","75703","-95.3406678","32.2677828"
"Broken Arrow","Tulsa","Oklahoma","74102","-95.791329","36.048717"
"Roseau","Roseau","Minnesota","56751","-95.760881","48.847646"
"Roseburg","Douglas","Oregon","97470","-123.345034","43.20745"
"Carrollton","","Texas","75287","-96.8546","33.011"
"Rosemount","Dakota","Minnesota","","-93.0877","44.9609"
"Rosendale","Ulster","New York","12472","-74.0757","41.8422"
"Roseville","Muskingum","Ohio","43777","-82.077","39.8121"
"Roseville","Placer","California","","-121.266","38.7689"
"Roseville","Placer","California","95661","-121.247","38.7477"
"Roseville","Placer","California","95678","-121.311","38.6978"
"Auburn","Placer","California","95604","-121.911","38.0224"
"Boston","Suffolk","Massachusetts","02131","-71.128321","42.286646"
"Roslyn","Kittitas","Washington","98941","-120.993868","47.222756"
"Roslyn","Nassau","New York","","-73.6628","40.7819"
"Pittsburgh","Allegheny","Pennsylvania","15229","-80.035954","40.533444"
"Arlington","","Virginia","22209","-77.0725","38.8976"
"Walnut Creek","Contra Costa","California","","-122.075","37.871"
"Roswell","Fulton","Georgia","30075","-84.358985","34.021933"
"St. Thomas","St. Thomas","Virgin Islands","","-64.9326","18.3428"
"Dickinson","","North Dakota","","-102.793","46.905"
"Round Rock","Williamson","Texas","78665","-97.68575","30.561622"
"Round Top","Fayette","Texas","78954","-96.7556","30.0549"
"Brentwood ","Prince George's","Maryland","20722","-76.954239","38.940342"
"St. Clair","Franklin","Missouri","63077","-90.987401","38.348942"
"New Castle ","New Castle","Delaware","19720","-75.561084","39.702387"
"Steamboat Springs","Routt","Colorado","","-106.831","40.4845"
"Morehead","Rowan","Kentucky","40351","-83.4326","38.1823"
"Rowley ","Essex","Massachusetts","01969","-70.88196","42.713629"
"Queens","Queens","New York","11434","-73.7697577","40.6837255"
"Kingsland ","Camden","Georgia","","-81.68842","30.800758"
"Waipahu","Honolulu","Hawaii","96797","-158.032652","21.38912"
"Royal Oak","Oakland","Michigan","48067","-83.141151","42.489743"
"Ferndale","Oakland","Michigan","48220","-83.162105","42.44794"
"S Royalton ","Windsor","Vermont","05068","-72.521463","43.82003"
"Ruther Glen","Caroline","Virginia","22546","-77.519412","38.015909"
"St. Clair","Franklin","Missouri","63077","-90.987401","38.348942"
"Lewisburg","Union","Pennsylvania","17837","-76.8844","40.9645"
"Rudd","Floyd","Iowa","50471","-92.9022","43.1282"
"Rugby","Pierce","North Dakota","58368","-99.9987","48.3548"
"Fall River","Bristol","Massachusetts","02721","-71.145873","41.703005"
"Ruidoso Downs","Lincoln","New Mexico","88346","-105.590965","33.331407"
"Running Springs","","California","92382","-117.109","34.2078"
"Runnsville","Centre County","Pennsylvania","","-77.1945247","41.2033216"
"Rush","Monroe","New York","","-77.6961","43.1463"
"Rushville","Sheridan","Nebraska","69343","-102.459","42.7202"
"Rushville","Schuyler","Illinois","62681","-90.5628","40.1213"
"Ladysmith","Rusk","Wisconsin","54848","-91.105","45.465"
"Russell","","Kansas","67665","-98.8586","38.8858"
"Russell Springs","Russell","Kentucky","42642","-85.0649","36.9806"
"Phenix City","Russell","Alabama","36867","-85.0164","32.4733"
"Russellville","Pope","Arkansas","72801","-93.1487948","35.2748154"
"Russellville","Cole","Missouri","65074","-92.451427","38.509256"
"Ruston ","Lincoln","Louisiana","71270","-92.635545","32.529365"
"New Brunswick ","Middlesex","New Jersey","08901","-74.4518188","40.4862157"
"Forest City","Rutherford","North Carolina","28043","-81.866097","35.332227"
"Murfreesboro","Rutherford","Tennessee","37129","-86.448237","35.854215"
"Silex","Lincoln","Missouri","63377","-91.1116","39.061531"
"Rutherford","Bergen","New Jersey","07070","-74.103","40.82719"
"Rutherfordton","Rutherford","North Carolina","","-81.9573","35.3668"
"Rutland ","Rutland","Vermont","05701","-72.980846","43.6059"
"Rutledge","Scotland","Missouri","63563","-92.088776","40.308985"
"Rye","Westchester","New York","10580","-73.684314","40.985239"
"Rye","Rockingham","New Hampshire","03870","-70.773271","43.011088"
"Rye","Westchester","New York","10580","-73.685285","40.984412"
"Ariton","Barbour","Alabama","36311","-85.6823","31.628"
"Xenia","Greene","Ohio","45385","-83.9492","39.6767"
"Sabetha","","Kansas","66534","-95.8024","39.896"
"Saco","York","Maine","04072","-70.448134","43.502807"
"Sacramento","Sacramento","California","95814","-121.5","38.5783"
"Sacramento","Sacramento","California","95818","-121.5023","38.56671"
"Sacramento","Sacramento","California","95814","-121.494","38.5803"
"Sacramento","Sacramento","California","95814","-121.418","38.456"
"Sacramento","Sacramento","California","95825","-121.379","38.6084"
"Sacramento","Sacramento","California","95814","-121.502","38.5815"
"Sacramento","Sacramento","California","95814","-121.488","38.5715"
"Sacramento","Sacramento","California","95814","-121.498","38.574"
"Sacramento","Sacramento","California","95814","-121.498","38.5804"
"Safety Harbor","Pinellas","Florida","34695","-82.6912","27.9908"
"Safford","Graham","Arizona","85546","-109.720004","32.834595"
"Sag Harbor","New York","New York","11963","-72.2913373","41.001057"
"West Lafayette","Tippecanoe","Indiana","47906","-86.9136","40.4445"
"Albany","Albany County","New York","","-73.8336","42.65"
"San Antonio","Bexar","Texas","78210","-98.498783","29.414706"
"Sahuarita","Pima","Arizona","85629","-110.976","31.9561"
"Tulsa","Tulsa County","Oklahoma","","-95.9194","36.0728"
"Dallas","Dallas","Texas","75225","-96.809345","32.860727"
"Hazen and Buelah","Oliver","North Dakota","","-101.626539","47.297859"
"Beulah","Mercer","North Dakota","","-101.941","47.2584"
"Hazen","Mercer","North Dakota","58547","-101.627","47.3006"
"Salamanca","Cattaraugus","New York","14779","-78.041832","42.211214"
"Salem","Salem","New Jersey","08079","-75.468051","39.572153"
"Salem","Washington","New York","12865","-73.326","43.1812"
"Salem","Harrison","West Virginia","26426","-80.5548","39.2818"
"Salem","Roanoke","Virginia","24153","-80.058606","37.292997"
"Salem","Dent","Missouri","65560","-91.5362647","37.6442949"
"Salem","Essex","Massachusetts","01970","-70.894653","42.520665"
"Salem","","Connecticut","","-72.2597","41.4807"
"Salem","Rockingham","New Hampshire","03079","-71.2291095","42.7991512"
"Salem","Marion","Oregon","97302","-123.029999","44.920896"
"Salem","Marion","Oregon","97309","-123.028992","44.943064"
"Salem","Marion","Oregon","97309","-123.010552","44.959011"
"Salem ","Marion","Oregon","97309","-123.033914","44.933153"
"Salem","Marion","Oregon","97309","-123.036886","44.942"
"Salina","Saline","Kansas","67401","-97.596","38.8336"
"Salinas ","Monterey","California","93901","-121.647188","36.660072"
"Saline","Washtenaw","Michigan","48176","-83.78209","42.165686"
"Saline","Washtenaw","Michigan","48176","-83.774869","42.178003"
"Saline","Washtenaw","Michigan","48176","-83.78209","42.165686"
"Salisbury","","Maryland","","-75.5954","38.3656"
"Salisbury","Rowan","North Carolina","28144","-80.472697","35.668332"
"Edmonds ","Snohomish","Washington","98020","-122.383594","47.809985"
"Vancouver","Clark","Washington","98685","-122.657332","45.716862"
"Vancouver","Clark","Washington","98686","-122.648554","45.720387"
"Hollister","","Idaho","83301","-114.575","42.3532"
"Florence","Lane","Oregon","97439","-124.101","43.9746"
"Fort Wayne","","Indiana","46825","-85.1522","41.1754"
"Port St. Joe","","Florida","32456","-85.3014","29.8127"
"Salt Lake City","Salt Lake","Utah","84101","-111.9012","40.7615"
"Honolulu","Honolulu","Hawaii","96818","-157.904131","21.346157"
"Port St. Joe","Gulf","Florida","","-85.2972","29.8147"
"Ridge Spring","Saluda","South Carolina","29129","-81.6606","33.8451"
"Saluda","Middlesex","Virginia","23149","-76.6336","37.5429"
"Sammamish","King","Washington","98075","-122.0355952","47.601774"
"Clinton","","North Carolina","28328","-78.3218","34.9969"
"Leon Valley","Bexar","Texas","78238","-98.613282","29.5007767"
"San Antonio","Bexar","Texas","78230","-98.550282","29.543276"
"San Antonio","Bexar","Texas","78216","-98.4947323","29.4943094"
"San Antonio","Bexar County","Texas","","-98.4928","29.4255"
"San Bernardino","San Bernardino","California","92413","-117.305","34.136"
"San Bruno","San Mateo","California","94066","-122.4188443","37.6358529"
"San Carlos","San Mateo County","California","","-122.259","37.5043"
"San Clemente","Orange","California","92672","-72.7301","41.7556"
"San Diego","San Diego","California","92102","-117.143","32.7106"
"Escondido","San Diego","California","92029","-117.232","32.9142"
"San Diego","San Diego","California","92101","-116.733","33.0358"
"San Diego","San Diego","California","92101","-119.601","37.2417"
"San Diego","San Diego","California","92101","-117.1675579","32.7219312"
"San Diego","San Diego","California","92126","-119.601","37.2417"
"San Diego","","California","92110","-117.187","32.772"
"San Dimas ","Los Angeles","California","91773","-117.80419","34.107749"
"San Felipe Pueblo","Sandoval","New Mexico","87001","-106.4044","35.41646"
"San Francisco","San Francisco","California","94110","-122.4085979","37.7373447"
"San Francisco","San Francisco","California","94133","-122.419","37.8078"
"San Francisco","San Francisco","California","94104","-122.402784","37.789216"
"San Francisco","San Mateo","California","91132","-122.427","37.6555"
"San Francisco ","San Francisco","California","94115","-122.4327477","37.7833115"
"San Gabriel ","Los Angeles","California","91776","-118.10654","34.084723"
"Forest Knolls","Marin","California","94933","-122.671","38.0154"
"San Jacinto","","California","92544","-116.959","33.759"
"","","California","","",""
"San Jose","Santa Clara","California","","-121.885","37.3363"
"Fremont","Alameda","California","94538","-121.779","37.3153"
"Friday Harbor","San Juan","Washington","98250","-123.067","48.5394"
"Friday Harbor","San Juan","Washington","98250","-123.016215","48.533741"
"San Leandro","Alameda","California","95678","-122.125166","37.702082"
"San Lorenzo","Alameda","California","","-122.127","37.6794"
"San Luis Obispo ","San Luis Obispo","California","93401","-120.67078","35.247382"
